title,publisher
title,publisher
/volume4/RDM_12T/02.Games/PS4/蝙蝠侠,/volume4/RDM_12T/02.Games/PS4/蝙蝠侠/
/volume4/RDM_12T/02.Games/PS4/血源,/volume4/RDM_12T/02.Games/PS4/血源
老猎人,老猎人/
/volume4/RDM_12T/02.Games/PS4/轩辕剑7,/volume4/RDM_12T/02.Games/PS4/轩辕剑7/
/volume4/RDM_12T/02.Games/PS4/轩辕剑外传：穹之扉,/volume4/RDM_12T/02.Games/PS4/轩辕剑外传：穹之扉/
/volume4/RDM_12T/02.Games/PS4/进击的巨人2,/volume4/RDM_12T/02.Games/PS4/进击的巨人2
最终决战中文版,最终决战中文版/
/volume4/RDM_12T/02.Games/PS4/重力异想世界2,/volume4/RDM_12T/02.Games/PS4/重力异想世界2/
/volume4/RDM_12T/02.Games/PS4/高达EXVS,/volume4/RDM_12T/02.Games/PS4/高达EXVS/
/volume4/RDM_12T/02.Games/PS4/鬼泣5,/volume4/RDM_12T/02.Games/PS4/鬼泣5/
/volume4/RDM_12T/02.Games/PS4/鬼灭之刃：火之神血风谭,/volume4/RDM_12T/02.Games/PS4/鬼灭之刃：火之神血风谭/
/volume4/RDM_12T/02.Games/PS4/黑手党3含109补丁by老玩家75,/volume4/RDM_12T/02.Games/PS4/黑手党3含109补丁by老玩家75/
/volume4/RDM_12T/02.Games/PS4/龙之皇冠,/volume4/RDM_12T/02.Games/PS4/龙之皇冠/
/volume4/RDM_12T/02.Games/NS/00.nandbackup,/volume4/RDM_12T/02.Games/NS/00.nandbackup/
/volume4/RDM_12T/02.Games/NS/0202【XCI】【舞力全开,/volume4/RDM_12T/02.Games/NS/0202【XCI】【舞力全开
